ReefID_Name,Ocean,Country,State.Province.Island,City.Town,Year,Date,Depth,Organism.Code
78.21.976W.18.15.709N | El Punto Negrilo,Atlantic,Jamaica,Hanover,Negril,2009,26-Sep-09,6.0,Bleaching (% of population)
78.21.976W.18.15.709N | El Punto Negrilo,Atlantic,Jamaica,Hanover,Negril,2009,26-Sep-09,10.0,Bleaching (% of population)
113.49.34E.4.17.38N | Anemone North,Pacific,Malaysia,Sarawak,Miri,2010,30-May-10,12.0,Bleaching (% of population)
56.21.50.05E.25.29.30.19N | Al Aqa,Arabian Gulf,United Arab Emirates,Fujairah Emirate,Dadna,2010,23-Jul-10,5.0,Bleaching (% of population)
56.21.2.56E.25.36.12.32N | Dibba,Arabian Gulf,United Arab Emirates,Fujairah,Dibba,2010,2-Jul-10,5.0,Bleaching (% of population)
113.53.51E.4.20.36N | Eve's Garden,Pacific,Malaysia,Sarawak,Miri,2010,30-May-10,6.0,Bleaching (% of population)
113.48.53E.4.16.23N | Siwa 4,Pacific,Malaysia,Sarawak,Miri,2010,29-May-10,9.0,Bleaching (% of population)
113.49.11E.4.17.14N | Siwa Sunday,Pacific,Malaysia,Sarawak,Miri,2010,30-May-10,11.0,Bleaching (% of population)
99.49.025E.10.5.006N | Mae Haad Reef,Pacific,Thailand,Surat Thani,Koh Tao,2010,13-May-10,5.0,Bleaching (% of population)
"99.50.099E.10.07.333N | Twins, Koh Tao",Pacific,Thailand,Suratthani,Koh Tao,2010,15-May-10,4.5,Bleaching (% of population)
"99.50.099E.10.07.333N | Twins, Koh Tao",Pacific,Thailand,Suratthani,Koh Tao,2010,15-May-10,8.5,Bleaching (% of population)
103.17.58E.10.38.9N | KK01A,Pacific,Cambodia,Koh Rong,,2010,2-Apr-10,9.0,Bleaching (% of population)
103.17.43E.10.37.45N | KK03,Pacific,Cambodia,Koh Rong,,2010,3-Apr-10,8.0,Bleaching (% of population)
103.17.43E.10.37.45N | KK03,Pacific,Cambodia,Koh Rong,,2010,17-Apr-10,3.0,Bleaching (% of population)
103.17.31.5E.10.40.7.7N | KR17A,Pacific,Cambodia,Koh Rong,Koh Rong,2010,22-Mar-10,4.0,Bleaching (% of population)
103.15.26E.10.39.53N | KR24,Pacific,Cambodia,Koh Rong,,2010,16-Apr-10,7.0,Bleaching (% of population)
103.17.15E.10.37.14N | KS02,Pacific,Cambodia,Koh Rong,,2010,17-Apr-10,9.0,Bleaching (% of population)
38.40.17.2W.17.58.38.6S | Chapeirao Abrolhos,Atlantic,Brazil,Bahia,Caravelas,2009,17-Dec-09,6.5,Bleaching (% of population)
38.39.38.3W.17.58.52.6S | Chapeirao da Barracuda,Atlantic,Brazil,Bahia,Caravelas,2009,17-Dec-09,11.0,Bleaching (% of population)
38.40.18.5W.17.58.13S | Chapeirao da Debora,Atlantic,Brazil,Bahia,Caravelas,2009,16-Dec-09,9.0,Bleaching (% of population)
38.6702W.17.9627S | Chapeirao do Pierre,Atlantic,Brazil,Parcel dos Abrolhos,,2009,15-Dec-09,13.0,Bleaching (% of population)
38.42.44.8W.17.58.9.9S | Lingua da Siriba,Atlantic,Brazil,Bahia,Caravelas,2009,14-Dec-09,9.0,Bleaching (% of population)
78.15.577W.18.12.568N | Little Bay,Atlantic,Jamaica,Westmoreland,Negril,2009,26-Sep-09,8.0,Bleaching (% of population)
78.15.577W.18.12.568N | Little Bay,Atlantic,Jamaica,Westmoreland,Negril,2009,26-Sep-09,5.0,Bleaching (% of population)
145.49.175E.15.58.545S | Agincourt Reef - The Point (Back reef slope) Site 1,Pacific,Australia,Queensland,Port Douglas,2007,31-Mar-07,4.0,Bleaching (% of population)
38.42.49W.17.57.51S | Mato Verde,Atlantic,Brazil,Bahia,Abrolhos Archipelago,2009,18-Dec-09,4.5,Bleaching (% of population)
38.41.44W.17.57.45S | Portinho Norte,Atlantic,Brazil,Bahia,Abrolhos Archipelago,2009,15-Dec-09,4.0,Bleaching (% of population)
38.714163W.17.968804S | Lingua da Siriba I,Atlantic,Brazil,Bahia,Arquipelago dos Abrolhos,2009,12-Jun-09,3.0,Bleaching (% of population)
38.42.54.65W.17.58.15.42S | Lingua da Siriba II,Atlantic,Brazil,Bahia,Arquipelago dos Abrolhos,2009,12-Jun-09,6.0,Bleaching (% of population)
38.41.44W.17.57.45S | Portinho Norte,Atlantic,Brazil,Bahia,Abrolhos Archipelago,2009,7-Jun-09,3.0,Bleaching (% of population)
38.41.58.74W.17.57.49.21S | Portinho Sul,Atlantic,Brazil,Bahia,Arquipelago dos Abrolhos,2009,11-Jun-09,4.0,Bleaching (% of population)
32.26.43.74W.3.51.3.29S | Laje Funda do Sancho,Atlantic,Brazil,Pernambuco,Fernando de Noronha,2009,22-Nov-09,10.0,Bleaching (% of population)
149.34.54E.1.31.25S | Kaleu 1,Pacific,PNG,New Ireland,Kaleu Island,2009,21-Sep-09,3.0,Bleaching (% of population)
149.34.44E.1.31.48S | Kaleu 2,Pacific,PNG,New Ireland,Kaleu Island,2009,22-Sep-09,10.0,Bleaching (% of population)
32.26.41.41W.3.51.11.8S | Laje do Sancho Rasa,Atlantic,Brazil,Pernambuco,Fernando de Noronha,2009,22-Nov-09,9.0,Bleaching (% of population)
32.26.30W.3.50.45S | Laje Dois Irmaos Funda,Atlantic,Brazil,Pernambuco,Fernando de Noronha,2009,23-Nov-09,23.0,Bleaching (% of population)
32.4409W.3.8435S | Laje Dois Irmaos Rasa,Atlantic,Brazil,Pernambuco,Fernando de Noronha,2009,21-Nov-09,19.0,Bleaching (% of population)
32.25.21.77W.3.52.5.36S | Sueste,Atlantic,Brazil,Pernambuco,Fernando de Noronha,2009,20-Nov-09,1.6,Bleaching (% of population)
32.26.50.39W.3.51.14.35S | Ze Ramos I,Atlantic,Brazil,Pernambuco,Fernando de Noronha,2009,22-Nov-09,14.0,Bleaching (% of population)
32.26.51.15W.3.51.15.57S | Ze Ramos II,Atlantic,Brazil,Pernambuco,Fernando de Noronha,2009,23-Nov-09,17.0,Bleaching (% of population)
"61.32.34.5W.16.25.52.3N | Port Louis, Pointe des Mangles",Atlantic,France,Guadeloupe,Port Louis,2009,23-Apr-09,12.0,Bleaching (% of population)
61.17.6.7W.16.14.23.6N | Aquarium - Indiana,Atlantic,France,Guadeloupe,Saint-François,2009,8-Jun-09,12.0,Bleaching (% of population)
61.5.771W.14.31.267N | Pointe de la Baleine,Atlantic,Martinique,,,2009,24-May-09,11.0,Bleaching (% of population)
63.0.36.4W.18.4.16.5N | Le Gallion Bowl,Atlantic,France,Saint Martin,Saint Martin,2009,16-Jun-09,5.0,Bleaching (% of population)
NSMaluMalu | Malu-Malu,Pacific,Malaysia,Lankayan,,2009,22-Jul-09,12.0,Bleaching (% of population)
NSMoray | Moray,Pacific,Malaysia,Lankayan,,2009,28-Jul-09,10.0,Bleaching (% of population)
NSReef77 | Reef 77,Pacific,Malaysia,Sabah,Sandakan,2009,30-Jul-09,10.0,Bleaching (% of population)
NSTurtleStopJetty | Turtle Stop (Jetty),Pacific,Malaysia,Lankayan,,2009,29-Jun-09,4.0,Bleaching (% of population)
NSTurtleStopNE | Turtle Stop NE,Pacific,Malaysia,Lankayan,,2009,2-Jul-09,4.0,Bleaching (% of population)
NSVeron | Veron/Veron Fan Garden,Pacific,Malaysia,Sabah,Sandakan,2009,1-Jul-09,3.0,Bleaching (% of population)
145.49.175E.15.58.545S | Agincourt Reef - The Point (Back reef slope) Site 1,Pacific,Australia,Queensland,Port Douglas,2008,4-May-08,5.0,Bleaching (% of population)
149.3.49E.19.48.40S | Bait Reef - The Trench (Back reef crest) Site 1,Pacific,Australia,Queensland,,2003,30-Apr-03,5.0,Bleaching (% of population)
146.50E.19.09S | Magnetic Island Reefs - Geoffrey Bay (Fringing reef leeward) Site 1,Pacific,Australia,Queensland,Magnetic Island,2005,12-Feb-05,5.0,Bleaching (% of population)
146.5E.10.9S | Magnetic Island Reefs - Geoffrey Bay (Fringing reef leeward) Site 2,Pacific,Australia,Queensland,Townsville,2005,13-Feb-05,5.0,Bleaching (% of population)
146.51E.19.09S | Magnetic Island Reefs - Nelly Bay (Fringing reef leeward) Site 1,Pacific,Australia,Queensland,Magnetic Island,2008,4-Jun-08,3.0,Bleaching (% of population)
14.51.84E.16.14.50S | Opal Reef - Bashful Bommie (Back reef slope) Site 1,Pacific,Australia,Queensland,Port Douglas,2004,22-May-04,5.0,Bleaching (% of population)
14.51.84E.16.14.50S | Opal Reef - Bashful Bommie (Back reef slope) Site 1,Pacific,Australia,Queensland,Port Douglas,2004,22-May-04,8.0,Bleaching (% of population)
14.51.84E.16.14.50S | Opal Reef - Bashful Bommie (Back reef slope) Site 1,Pacific,Australia,Queensland,Port Douglas,2008,1-Mar-08,5.0,Bleaching (% of population)
145.51.50.4E.16.14.30S | Opal Reef - Bashful Bommie (Back reef slope) Site 2,Pacific,Australia,Queensland,Port Douglas,2004,13-Mar-04,5.5,Bleaching (% of population)
14S145E3 | Ribbon Reef 10 - Challenger Bay (Back reef crest) Site 1,Pacific,Australia,Queensland,,2004,29-Feb-04,5.0,Bleaching (% of population)
14S145E3 | Ribbon Reef 10 - Challenger Bay (Back reef crest) Site 1,Pacific,Australia,Queensland,,2004,29-Mar-04,5.0,Bleaching (% of population)
145.41.26.4E.14.54.57S | Ribbon Reef 10 - Challenger Bay (Back reef crest) Site 2,Pacific,Australia,Queensland,,2003,5-Apr-03,6.0,Bleaching (% of population)
NSMatakingHouseReef | Mataking House Reef,Pacific,Malaysia,Sabah,Semporna,2009,6-Jun-09,9.0,Bleaching (% of population)
128.24.40.6E.27.3.24.2N | North west offing of Chabana,Pacific,Japan,Yoron Island,Kagoshima,2010,19-Jun-10,5.0,Bleaching (% of population)
128.24.40.6E.27.3.24.2N | North west offing of Chabana,Pacific,Japan,Yoron Island,Kagoshima,2010,19-Jun-10,10.0,Bleaching (% of population)
43.34.16.62E.23.9.2.16S | Coral Garden,Indian,Madagascar,Tulear,Ifaty,2010,21-May-10,5.0,Bleaching (% of population)
43.34.16.62E.23.9.2.16S | Coral Garden,Indian,Madagascar,Tulear,Ifaty,2010,21-May-10,10.5,Bleaching (% of population)
80.15.29.5W.25.8.34.5N | The Elbow,Atlantic,USA-FL,Florida,Key Largo,2010,28-Jul-10,11.0,Bleaching (% of population)
149.35.01E.1.31.50S | Kaleu 3,Pacific,PNG,New Ireland,Kaleu Island,2009,23-Sep-09,2.5,Bleaching (% of population)
80.20.839W.25.02.047N | French Reef,Atlantic,USA-FL,,,2010,28-Jul-10,10.0,Bleaching (% of population)
99.50.099E.10.7.366N | Mango Bay,Pacific,Thailand,Suratthani,Koh Tao,2010,3-Aug-10,4.5,Bleaching (% of population)
99.50.099E.10.7.366N | Mango Bay,Pacific,Thailand,Suratthani,Koh Tao,2010,3-Aug-10,9.5,Bleaching (% of population)
"99.50.099E.10.07.333N | Twins, Koh Tao",Pacific,Thailand,Suratthani,Koh Tao,2010,7-Jul-10,4.5,Bleaching (% of population)
"99.50.099E.10.07.333N | Twins, Koh Tao",Pacific,Thailand,Suratthani,Koh Tao,2010,7-Jul-10,5.0,Bleaching (% of population)
79.18.460W.25.39.757N | Turtle Rocks,Atlantic,Bahamas,Bimini,Alice Town,2010,12-Aug-10,5.0,Bleaching (% of population)
135.33.48.4E.3.5.26.6S | Ahe Dive Resort Housereef,Pacific,Indonesia,Papua,Nabire,2010,28-Jul-10,5.0,Bleaching (% of population)
135.33.48.4E.3.5.26.6S | Ahe Dive Resort Housereef,Pacific,Indonesia,Papua,Nabire,2010,28-Jul-10,12.0,Bleaching (% of population)
135.40.3E.2.56.28.5S | Moor,Pacific,Indonesia,Papua,Nabire,2010,23-Jul-10,5.0,Bleaching (% of population)
135.40.3E.2.56.28.5S | Moor,Pacific,Indonesia,Papua,Nabire,2010,23-Jul-10,12.0,Bleaching (% of population)
135.37.23.8E.3.6.6.6S | Roine Selatan (South),Pacific,Indonesia,Papua,Nabire,2010,22-Jul-10,5.0,Bleaching (% of population)
135.37.23.8E.3.6.6.6S | Roine Selatan (South),Pacific,Indonesia,Papua,Nabire,2010,20-Jul-10,12.0,Bleaching (% of population)
125.8.7E.10.3.53N | Napantao,Pacific,Philippines,Southern Leyte,San Francisco,2010,6-Jul-10,6.0,Bleaching (% of population)
125.8.5E.10.3.51N | Napantao 9,Pacific,Philippines,Southern Leyte,San Francisco,2010,27-Jan-10,9.0,Bleaching (% of population)
125.08.04E.10.04.01N | Napantao 12,Pacific,Philippines,Southern Leyte,San Francisco,2010,22-Jan-10,12.0,Bleaching (% of population)
56.21.50.05E.25.29.30.19N | Al Aqa,Arabian Gulf,United Arab Emirates,Fujairah Emirate,Dadna,2010,20-Aug-10,5.0,Bleaching (% of population)
80.18.444W.25.6.444N | Grecian (Banana) Reef,Atlantic,USA-FL,Florida,Key Largo,2010,21-Jun-10,6.7,Bleaching (% of population)
NSKohYak | Koh Yak,Pacific,Thailand,Trat,Koh Chang,2010,17-Apr-10,6.0,Bleaching (% of population)
117.22.37.4E.6.53.26N | Lubani Reef,Pacific,Malaysia,Sabah,Kudat,2009,9-Jul-09,5.0,Bleaching (% of population)
117.20.54.3E.6.53.37.7N | Mandidarah East,Pacific,Malaysia,Sabah,Kudat,2009,9-Jul-09,5.0,Bleaching (% of population)
117.33.20.1E.6.52.4.5N | Sipindung Reef,Pacific,Malaysia,Sabah,Kudat,2009,10-Jul-09,10.0,Bleaching (% of population)
NSLyciaGarden | Lycia Garden,Pacific,Malaysia,Sabah,Sandakan,2009,2-Jun-09,9.0,Bleaching (% of population)
69.41.38.64W.18.26.27.96N | Bahamas,Atlantic,Dominican Republic,Santo Domingo,La Caleta,2010,13-Jun-10,18.0,Bleaching (% of population)
62.59.27W.17.28.1N | Barracuda Reef Line 1,Atlantic,Netherlands Antilles,St Eustatius,Oranjestad,2010,19-Aug-10,19.0,Bleaching (% of population)
77.34.13W.25.1.20N | Goulding Cay,Atlantic,Bahamas,New Providence,Nassau,2010,25-Aug-10,6.0,Bleaching (% of population)
79.18.460W.25.39.757N | Turtle Rocks,Atlantic,Bahamas,Bimini,Alice Town,2010,22-Aug-10,5.0,Bleaching (% of population)
99.50.099E.10.7.366N | Mango Bay,Pacific,Thailand,Suratthani,Koh Tao,2010,15-Jul-10,4.5,Bleaching (% of population)
99.50.099E.10.7.366N | Mango Bay,Pacific,Thailand,Suratthani,Koh Tao,2010,15-Jul-10,9.5,Bleaching (% of population)
"99.50.099E.10.07.333N | Twins, Koh Tao",Pacific,Thailand,Suratthani,Koh Tao,2010,10-Aug-10,4.0,Bleaching (% of population)
"99.50.099E.10.07.333N | Twins, Koh Tao",Pacific,Thailand,Suratthani,Koh Tao,2010,10-Aug-10,8.5,Bleaching (% of population)
120.52.32.8E.13.42.14.8N | San Teodoro,Pacific,Philippines,Batangas,Mabini,2010,20-Apr-10,5.0,Bleaching (% of population)
"120.52.21.1E.13.43.4.2N | Koala, Bagalangit",Pacific,Philippines,Batangas,Mabini,2010,20-Apr-10,6.0,Bleaching (% of population)
69.41.21.18W.18.26.11.58N | Primer Coral,Atlantic,Dominican Republic,La Caleta,La Caleta,2010,5-Sep-10,12.0,Bleaching (% of population)
"69.41.12.7W.18.26.19.9N | Paisanito, La Caleta",Atlantic,Dominican Republic,,La Caleta,2010,10-Jul-10,12.0,Bleaching (% of population)
98.18.54.7E.9.15.15.6N | Koh Ra,Pacific,Thailand,Phang Nga,Kuraburi,2009,13-Dec-09,4.0,Bleaching (% of population)
98.19.28E.9.19.53N | Koh Kai,Pacific,Thailand,Phang Nga,Kuraburi,2009,3-Feb-09,4.0,Bleaching (% of population)
99.50.616E.10.7.251N | Lighthouse Bay,Pacific,Thailand,Suratthani,Koh Tao,2010,15-Aug-10,4.5,Bleaching (% of population)
99.50.616E.10.7.251N | Lighthouse Bay,Pacific,Thailand,Suratthani,Koh Tao,2010,15-Aug-10,10.0,Bleaching (% of population)
69.5.248W.12.13.116N | PortoMari Transect 1,Atlantic,Netherlands Antilles,Curacao,,2010,7-Oct-10,12.0,Bleaching (% of population)
69.05.236W.12.13.121N | PortoMari Transect 2,Atlantic,Netherlands Antilles,Curacao,,2010,13-Oct-10,6.0,Bleaching (% of population)
69.05.199W.12.13.089N | PortoMari Transect 3,Atlantic,Netherlands Antilles,Curacao,,2010,11-Oct-10,10.0,Bleaching (% of population)
"69.41.30W.18.26.28N | Bahamas, La Caleta, MPA",Atlantic,Dominican Republic,Santo Domingo,La Caleta,2010,28-Oct-10,18.0,Bleaching (% of population)
98.19.28E.9.19.53N | Koh Kai,Pacific,Thailand,Phang Nga,Kuraburi,2009,23-Mar-09,3.5,Bleaching (% of population)
98.21.6.1E.9.26.4.6N | Koh Lan,Pacific,Thailand,Phang Nga,Kuraburi,2009,7-Feb-09,3.0,Bleaching (% of population)
98.21.6.1E.9.26.4.6N | Koh Lan,Pacific,Thailand,Phang Nga,Kuraburi,2009,10-Dec-09,4.0,Bleaching (% of population)
98.21.6.1E.9.26.4.6N | Koh Lan,Pacific,Thailand,Phang Nga,Kuraburi,2008,19-Jan-08,2.0,Bleaching (% of population)
98.21.6.1E.9.26.4.6N | Koh Lan,Pacific,Thailand,Phang Nga,Kuraburi,2008,1-Mar-08,3.0,Bleaching (% of population)
98.21.6.1E.9.26.4.6N | Koh Lan,Pacific,Thailand,Phang Nga,Kuraburi,2009,20-Mar-09,6.0,Bleaching (% of population)
98.21.6.1E.9.26.4.6N | Koh Lan,Pacific,Thailand,Phang Nga,Kuraburi,2008,23-Nov-08,3.6,Bleaching (% of population)
98.19.45.9E.9.27.20.6N | Koh Luk Kam Tai,Pacific,Thailand,Phang Nga,Kuraburi,2009,19-Mar-09,2.0,Bleaching (% of population)
98.19.45.9E.9.27.20.6N | Koh Luk Kam Tai,Pacific,Thailand,Phang Nga,Kuraburi,2008,20-Jan-08,1.0,Bleaching (% of population)
69.41.21.18W.18.26.11.58N | Primer Coral,Atlantic,Dominican Republic,La Caleta,La Caleta,2010,15-Dec-10,12.0,Bleaching (% of population)
98.15.10.8E.9.8.6N | Koh Pling,Pacific,Thailand,Phang Nga,Kuraburi,2008,4-Mar-08,4.5,Bleaching (% of population)
98.15.10.8E.9.8.6N | Koh Pling,Pacific,Thailand,Phang Nga,Kuraburi,2009,8-Feb-09,6.0,Bleaching (% of population)
98.15.10.8E.9.8.6N | Koh Pling,Pacific,Thailand,Phang Nga,Kuraburi,2009,20-Mar-09,2.0,Bleaching (% of population)
73.32.64E.4.14.41N | Banana Reef,Indian,Maldives,North Male Atoll,Male,2010,15-Sep-10,10.0,Bleaching (% of population)
98.19.28E.9.19.53N | Koh Kai,Pacific,Thailand,Phang Nga,Kuraburi,2009,19-Mar-09,4.2,Bleaching (% of population)
98.19.28E.9.19.53N | Koh Kai,Pacific,Thailand,Phang Nga,Kuraburi,2008,22-Dec-08,3.5,Bleaching (% of population)
98.15.10.8E.9.8.6N | Koh Pling,Pacific,Thailand,Phang Nga,Kuraburi,2009,11-Dec-09,4.0,Bleaching (% of population)
98.15.10.8E.9.8.6N | Koh Pling,Pacific,Thailand,Phang Nga,Kuraburi,2009,19-Nov-09,3.0,Bleaching (% of population)
98.18.54.7E.9.15.15.6N | Koh Ra,Pacific,Thailand,Phang Nga,Kuraburi,2009,4-Feb-09,3.0,Bleaching (% of population)
98.18.54.7E.9.15.15.6N | Koh Ra,Pacific,Thailand,Phang Nga,Kuraburi,2008,20-Dec-08,3.5,Bleaching (% of population)
98.18.54.7E.9.15.15.6N | Koh Ra,Pacific,Thailand,Phang Nga,Kuraburi,2008,22-Nov-08,3.7,Bleaching (% of population)
73.25.41E.4.17.0.37N | Baros House Reef,Indian,Maldives,Kaafu Atoll,Baros,2010,12-Sep-10,6.5,Bleaching (% of population)
56.21.2.56E.25.36.12.32N | Dibba,Arabian Gulf,United Arab Emirates,Fujairah,Dibba,2010,17-Sep-10,4.0,Bleaching (% of population)
34.31.260E.28.33.290N | Canyon North,Red Sea,Egypt,South Sinai,Dahab,2010,1-Sep-10,10.0,Bleaching (% of population)
34.31.297E.28.33.383N | Canyon South,Red Sea,Egypt,South Sinai,Dahab,2010,27-Aug-10,10.0,Bleaching (% of population)
34.26.45.97E.28.22.27.94N | Gabr el-Bint,Red Sea,Egypt,South Sinai,Dahab,2010,10-Aug-10,10.0,Bleaching (% of population)
34.51.915E.28.55.201N | Islands North,Red Sea,Egypt,South Sinai,Dahab,2010,3-Sep-10,10.0,Bleaching (% of population)
NSIslandsSouth | Islands South,Red Sea,Egypt,South Sinai,Dahab,2010,3-Sep-10,5.0,Bleaching (% of population)
NSIslandsSouth | Islands South,Red Sea,Egypt,South Sinai,Dahab,2010,5-Aug-10,10.0,Bleaching (% of population)
NSIslandsSouth | Islands South,Red Sea,Egypt,South Sinai,Dahab,2010,6-Aug-10,10.0,Bleaching (% of population)
NSLighthouseEgypt | Lighthouse,Red Sea,Egypt,South Sinai,Dahab,2010,10-Sep-10,5.0,Bleaching (% of population)
NSLighthouseEgypt | Lighthouse,Red Sea,Egypt,South Sinai,Dahab,2010,18-Aug-10,10.0,Bleaching (% of population)
34.31.26E.28.33.26.9N | Rick's Reef,Red Sea,Egypt,South Sinai,Dahab,2010,11-Aug-10,10.0,Bleaching (% of population)
34.27.22E.28.25.37.46N | Umm Sid,Red Sea,Egypt,South Sinai,Dahab,2010,13-Sep-10,5.0,Bleaching (% of population)
34.32.211E.28.34.364N | Blue Hole,Red Sea,Egypt,South Sinai,Dahab,2010,21-Aug-10,5.0,Bleaching (% of population)
34.32.211E.28.34.364N | Blue Hole,Red Sea,Egypt,South Sinai,Dahab,2010,21-Aug-10,10.0,Bleaching (% of population)
34.26.45.97E.28.22.27.94N | Gabr el-Bint,Red Sea,Egypt,South Sinai,Dahab,2010,17-Aug-10,5.0,Bleaching (% of population)
34.31.26E.28.33.26.9N | Rick's Reef,Red Sea,Egypt,South Sinai,Dahab,2010,6-Sep-10,5.0,Bleaching (% of population)
NSSouthernOasis | Southern Oasis,Red Sea,Egypt,South Sinai,Dahab,2010,28-Aug-10,10.0,Bleaching (% of population)
34.27.22E.28.25.37.46N | Umm Sid,Red Sea,Egypt,South Sinai,Dahab,2010,24-Aug-10,10.0,Bleaching (% of population)
125.8.16E.10.9.26N | Liloan Analao,Pacific,Philippines,Southern Leyte,Liloan,2010,6-Aug-10,6.0,Bleaching (% of population)
125.8.16E.10.9.26N | Liloan Analao,Pacific,Philippines,Southern Leyte,Liloan,2010,6-Aug-10,9.0,Bleaching (% of population)
125.8.16E.10.9.26N | Liloan Analao,Pacific,Philippines,Southern Leyte,Liloan,2010,6-Aug-10,9.5,Bleaching (% of population)
125.8.2E.10.3.44N | Napantao 12,Pacific,Philippines,Southern Leyte,San Francisco,2010,13-May-10,12.0,Bleaching (% of population)
125.8.2E.10.3.44N | Napantao 12,Pacific,Philippines,Southern Leyte,San Francisco,2010,14-May-10,12.0,Bleaching (% of population)
125.8.6.7E.10.4.0.9N | Napantao,Pacific,Philippines,Southern Leyte,San Francisco,2010,25-Jan-10,4.5,Bleaching (% of population)
125.8.6.7E.10.4.0.9N | Napantao,Pacific,Philippines,Southern Leyte,San Francisco,2010,22-Jan-10,12.0,Bleaching (% of population)
125.8.7E.10.3.53N | Napantao,Pacific,Philippines,Southern Leyte,San Francisco,2010,3-Aug-10,6.0,Bleaching (% of population)
125.8.5E.10.3.57N | Napantao,Pacific,Philippines,Southern Leyte,San Francisco,2010,15-Sep-10,6.0,Bleaching (% of population)
125.8.7E.10.3.53N | Napantao,Pacific,Philippines,Southern Leyte,San Francisco,2010,13-May-10,6.0,Bleaching (% of population)
125.8.5E.10.3.57N | Napantao,Pacific,Philippines,Southern Leyte,San Francisco,2010,17-Sep-10,9.0,Bleaching (% of population)
125.8.7E.10.3.53N | Napantao,Pacific,Philippines,Southern Leyte,San Francisco,2010,5-Aug-10,12.0,Bleaching (% of population)
125.8.7E.10.3.53N | Napantao,Pacific,Philippines,Southern Leyte,San Francisco,2010,16-Aug-10,12.0,Bleaching (% of population)
125.8.5E.10.3.57N | Napantao,Pacific,Philippines,Southern Leyte,San Francisco,2010,16-Sep-10,12.0,Bleaching (% of population)
125.08.04E.10.04.01N | Napantao 12,Pacific,Philippines,Southern Leyte,San Francisco,2010,14-May-10,12.0,Bleaching (% of population)
125.08.04E.10.04.01N | Napantao 12,Pacific,Philippines,Southern Leyte,San Francisco,2010,6-Jul-10,12.0,Bleaching (% of population)
125.08.04E.10.04.01N | Napantao 12,Pacific,Philippines,Southern Leyte,San Francisco,2010,5-Aug-10,12.0,Bleaching (% of population)
NSNapantao6.4 | Napantao 6.4,Pacific,Philippines,Southern Leyte,San Francisco,2009,17-Aug-09,6.0,Bleaching (% of population)
56.25.9.3E.26.22.58.98N | Eagle Bay,Arabian Gulf,Oman,Musandam,Kumzar,2010,14-Oct-10,4.0,Bleaching (% of population)
56.25.9.3E.26.22.58.98N | Eagle Bay,Arabian Gulf,Oman,Musandam,Kumzar,2010,14-Oct-10,8.5,Bleaching (% of population)
56.28.49.2E.26.20.44.89N | Faqadar Bay,Arabian Gulf,Oman,Musandam,Kumzar,2010,14-Oct-10,4.0,Bleaching (% of population)
56.28.49.2E.26.20.44.89N | Faqadar Bay,Arabian Gulf,Oman,Musandam,Kumzar,2010,14-Oct-10,7.5,Bleaching (% of population)
56.27.7.3E.26.21.55.7N | Khail Island,Arabian Gulf,Oman,Musandam,Kumzar,2010,13-Oct-10,4.0,Bleaching (% of population)
56.27.7.3E.26.21.55.7N | Khail Island,Arabian Gulf,Oman,Musandam,Kumzar,2010,13-Oct-10,7.0,Bleaching (% of population)
56.19.51.6E.26.17.52.8N | Little Reef Check,Arabian Gulf,Oman,Musandam,Ghubb 'Ali,2010,22-Oct-10,4.0,Bleaching (% of population)
56.20.3.4E.26.17.50.1N | Lobster's Demise,Arabian Gulf,Oman,Musandam,Ghubb 'Ali,2010,22-Oct-10,4.0,Bleaching (% of population)
56.23.01E.26.22.30N | Pipi Beach,Arabian Gulf,Oman,Musandam,Kumzar,2010,22-Oct-10,4.0,Bleaching (% of population)
69.41.6.8W.18.26.5.4N | La Bomba,Atlantic,Dominican Republic,,La Caleta,2010,18-Sep-10,13.0,Bleaching (% of population)
72.12.17.9W.21.47.9.1N | Coral Gardens,Atlantic,Turks & Caicos,Providenciales,,2010,1-Oct-10,4.0,Bleaching (% of population)
166.16.54.7E.10.16.20S | Tuo Village Reef,Pacific,Solomon Islands,Temotu,Tuo Village,2010,5-Jun-10,10.0,Bleaching (% of population)
166.16.43.2E.10.16.34.4S | Tuo Village Reef,Pacific,Solomon Islands,Temotu,Tuo Village,2010,6-Jun-10,12.0,Bleaching (% of population)
125.8.16E.10.9.26N | Liloan Analao,Pacific,Philippines,Southern Leyte,Liloan,2009,28-Aug-09,9.0,Bleaching (% of population)
125.8.16E.10.9.26N | Liloan Analao,Pacific,Philippines,Southern Leyte,Liloan,2009,28-Aug-09,12.0,Bleaching (% of population)
56.27.38.2E.26.19.42.4N | Ballerina Cliffs,Arabian Gulf,Oman,Musandam,Kumzar,2010,14-Oct-10,3.5,Bleaching (% of population)
56.27.38.2E.26.19.42.4N | Ballerina Cliffs,Arabian Gulf,Oman,Musandam,Kumzar,2010,14-Oct-10,8.0,Bleaching (% of population)
56.28.25.7E.26.8.45N | Cuttlefish Love,Arabian Gulf,Oman,Musandam,Shabus,2010,21-Oct-10,4.0,Bleaching (% of population)
56.24.33.3E.26.15.51.3N | Death Valley,Arabian Gulf,Oman,Musandam,Shaisah,2010,15-Oct-10,3.7,Bleaching (% of population)
56.24.33.3E.26.15.51.3N | Death Valley,Arabian Gulf,Oman,Musandam,Shaisah,2010,15-Oct-10,7.5,Bleaching (% of population)
