Reef_info,Lat_Long,Location,Year_Date,Depth_and_Org,Segment_counts,Errors?,What errors?
78.21.976W.18.15.709N | El Punto Negrilo,"18.0,15.0,42.5,N | 78.0,21.0,58.6,W",Jamaica / Hanover / Negril / Atlantic,2011:11-Sep-11,12.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=10.0,False,
78.21.976W.18.15.709N | El Punto Negrilo,"18.0,15.0,42.5,N | 78.0,21.0,58.6,W",Jamaica / Hanover / Negril / Atlantic,2011:11-Sep-11,12.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=10.0,False,
78.20.596W.18.21.653N | Ireland Pen,"18.0,21.0,39.2,N | 78.0,20.0,35.8,W",Jamaica / Westmoreland / Negril / Atlantic,2011:10-Sep-11,5.5-Bleaching (% of population),S1=10.0; S2=0.0; S3=10.0; S4=0.0,False,
78.20.596W.18.21.653N | Ireland Pen,"18.0,21.0,39.2,N | 78.0,20.0,35.8,W",Jamaica / Westmoreland / Negril / Atlantic,2011:10-Sep-11,5.5-Bleaching (% of colony),S1=20.0; S2=0.0; S3=20.0; S4=0.0,False,
78.20.596W.18.21.653N | Ireland Pen,"18.0,21.0,39.2,N | 78.0,20.0,35.8,W",Jamaica / Westmoreland / Negril / Atlantic,2011:10-Sep-11,9.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
78.20.596W.18.21.653N | Ireland Pen,"18.0,21.0,39.2,N | 78.0,20.0,35.8,W",Jamaica / Westmoreland / Negril / Atlantic,2011:10-Sep-11,9.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
78.15.577W.18.12.568N | Little Bay,"18.0,12.0,34.1,N | 78.0,15.0,34.6,W",Jamaica / Westmoreland / Negril / Atlantic,2011:11-Sep-11,5.4-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
78.15.577W.18.12.568N | Little Bay,"18.0,12.0,34.1,N | 78.0,15.0,34.6,W",Jamaica / Westmoreland / Negril / Atlantic,2011:11-Sep-11,5.4-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
78.15.577W.18.12.568N | Little Bay,"18.0,12.0,34.1,N | 78.0,15.0,34.6,W",Jamaica / Westmoreland / Negril / Atlantic,2011:11-Sep-11,8.5-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
78.15.577W.18.12.568N | Little Bay,"18.0,12.0,34.1,N | 78.0,15.0,34.6,W",Jamaica / Westmoreland / Negril / Atlantic,2011:11-Sep-11,8.5-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
77.21.438W.18.27.814N | Pear Tree Bottom,"18.0,27.0,48.8,N | 77.0,21.0,26.3,W",Jamaica / St. Ann / Runaway Bay / Atlantic,2011:24-Sep-11,6.4-Bleaching (% of population),S1=30.0; S2=0.0; S3=0.0; S4=10.0,False,
77.21.438W.18.27.814N | Pear Tree Bottom,"18.0,27.0,48.8,N | 77.0,21.0,26.3,W",Jamaica / St. Ann / Runaway Bay / Atlantic,2011:24-Sep-11,6.4-Bleaching (% of colony),S1=20.0; S2=0.0; S3=0.0; S4=20.0,False,
77.21.438W.18.27.814N | Pear Tree Bottom,"18.0,27.0,48.8,N | 77.0,21.0,26.3,W",Jamaica / St. Ann / Runaway Bay / Atlantic,2011:24-Sep-11,10.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=15.0; S4=0.0,False,
77.21.438W.18.27.814N | Pear Tree Bottom,"18.0,27.0,48.8,N | 77.0,21.0,26.3,W",Jamaica / St. Ann / Runaway Bay / Atlantic,2011:24-Sep-11,10.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=30.0; S4=0.0,False,
77.59.271W.18.5.942N | Sandals Reef,"18.0,5.0,56.5,N | 77.0,59.0,16.3,W",Jamaica / Westmoreland / Belmont / Atlantic,2011:17-Nov-11,6.5-Bleaching (% of population),S1=5.0; S2=10.0; S3=5.0; S4=10.0,False,
77.59.271W.18.5.942N | Sandals Reef,"18.0,5.0,56.5,N | 77.0,59.0,16.3,W",Jamaica / Westmoreland / Belmont / Atlantic,2011:17-Nov-11,6.5-Bleaching (% of colony),S1=25.0; S2=40.0; S3=40.0; S4=30.0,False,
104.3.6E.2.53.53N | Sepoi,"2.0,53.0,53.0,N | 104.0,3.0,6.0,E",Malaysia / Pahang / Tioman / Pacific,2011:18-Jun-11,6.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,no site description
104.3.6E.2.53.53N | Sepoi,"2.0,53.0,53.0,N | 104.0,3.0,6.0,E",Malaysia / Pahang / Tioman / Pacific,2011:18-Jun-11,6.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,no site description
104.9.3.2E.2.49.0.1N | Soyak Island,"2.0,49.0,0.1,N | 104.0,9.0,3.2,E",Malaysia / Pahang / Tioman / Pacific,2011:7-Oct-11,8.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,no site description
104.9.3.2E.2.49.0.1N | Soyak Island,"2.0,49.0,0.1,N | 104.0,9.0,3.2,E",Malaysia / Pahang / Tioman / Pacific,2011:7-Oct-11,8.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,no site description
104.9.3.2E.2.49.0.1N | Soyak Island,"2.0,49.0,0.1,N | 104.0,9.0,3.2,E",Malaysia / Pahang / Tioman / Pacific,2011:18-Jun-11,7.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,no site description
104.9.3.2E.2.49.0.1N | Soyak Island,"2.0,49.0,0.1,N | 104.0,9.0,3.2,E",Malaysia / Pahang / Tioman / Pacific,2011:18-Jun-11,7.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,no site description
104.9.3.2E.2.49.0.1N | Soyak Island,"2.0,49.0,0.1,N | 104.0,9.0,3.2,E",Malaysia / Pahang / Tioman / Pacific,2011:29-May-11,5.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,no site description
104.9.3.2E.2.49.0.1N | Soyak Island,"2.0,49.0,0.1,N | 104.0,9.0,3.2,E",Malaysia / Pahang / Tioman / Pacific,2011:29-May-11,5.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,no site description
NSSoyakIslandSouth | Soyak Island South,"2.0,52.0,33.7,N | 104.0,8.0,52.9,E",Malaysia / Pahang / Tioman / Pacific,2011:9-Oct-11,5.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,no site description
NSSoyakIslandSouth | Soyak Island South,"2.0,52.0,33.7,N | 104.0,8.0,52.9,E",Malaysia / Pahang / Tioman / Pacific,2011:9-Oct-11,5.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,no site description
104.9.6.6E.2.48.54.1N | Terek House Reef,"2.0,48.0,54.1,N | 104.0,9.0,6.6,E",Malaysia / Pahang / Tioman / Pacific,2011:9-Oct-11,5.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,no site description
104.9.6.6E.2.48.54.1N | Terek House Reef,"2.0,48.0,54.1,N | 104.0,9.0,6.6,E",Malaysia / Pahang / Tioman / Pacific,2011:9-Oct-11,5.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,no site description
104.6.507E.2.54.891N | Kador Bay/Teluk Kador,"2.0,54.0,53.5,N | 104.0,6.0,30.4,E",Malaysia / Pahang / Tioman / Pacific,2011:17-Jun-11,7.3-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,no site description
104.6.507E.2.54.891N | Kador Bay/Teluk Kador,"2.0,54.0,53.5,N | 104.0,6.0,30.4,E",Malaysia / Pahang / Tioman / Pacific,2011:17-Jun-11,7.3-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,no site description
NSTomok | Tomok,"2.0,47.0,32.6,N | 104.0,7.0,22.9,E",Malaysia / Pahang / Tioman Island / Pacific,2011:14-Jul-11,8.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,no site description
NSTomok | Tomok,"2.0,47.0,32.6,N | 104.0,7.0,22.9,E",Malaysia / Pahang / Tioman Island / Pacific,2011:14-Jul-11,8.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,no site description
69.5.248W.12.13.116N | PortoMari Transect 1,"12.0,13.0,7.0,N | 69.0,5.0,14.9,W",Netherlands Antilles / Curacao / nan / Atlantic,2011:8-Oct-11,12.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
69.5.248W.12.13.116N | PortoMari Transect 1,"12.0,13.0,7.0,N | 69.0,5.0,14.9,W",Netherlands Antilles / Curacao / nan / Atlantic,2011:8-Oct-11,12.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
69.05.236W.12.13.121N | PortoMari Transect 2,"12.0,13.0,7.0,N | 69.0,5.0,14.0,W",Netherlands Antilles / Curacao / nan / Atlantic,2011:4-Oct-11,6.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
69.05.236W.12.13.121N | PortoMari Transect 2,"12.0,13.0,7.0,N | 69.0,5.0,14.0,W",Netherlands Antilles / Curacao / nan / Atlantic,2011:4-Oct-11,6.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=3.0,False,
151.47.039W.16.29.965S | Tapu (external slope),"16.0,29.0,57.9,S | 151.0,47.0,2.3,W",French Polynesia / nan / Bora Bora / Pacific,2011:13-Oct-11,7.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
151.47.039W.16.29.965S | Tapu (external slope),"16.0,29.0,57.9,S | 151.0,47.0,2.3,W",French Polynesia / nan / Bora Bora / Pacific,2011:13-Oct-11,7.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
125.7.59E.1.45.4N | Coral Eye House Reef,"1.0,45.0,4.0,N | 125.0,7.0,59.0,E",Indonesia / North Sulawesi / Bangka Island / Pacific,2011:9-Sep-11,3.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
125.7.59E.1.45.4N | Coral Eye House Reef,"1.0,45.0,4.0,N | 125.0,7.0,59.0,E",Indonesia / North Sulawesi / Bangka Island / Pacific,2011:9-Sep-11,3.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
"34.51.44.5E.25.18.19.5N | Shaab Shagra ""Elphinstone""","25.0,18.0,19.5,N | 34.0,51.0,44.5,E",Egypt / Red Sea Governorate / Marsa Alam / Red Sea,2012:15-Feb-12,5.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
"34.51.44.5E.25.18.19.5N | Shaab Shagra ""Elphinstone""","25.0,18.0,19.5,N | 34.0,51.0,44.5,E",Egypt / Red Sea Governorate / Marsa Alam / Red Sea,2012:15-Feb-12,5.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
"34.51.44.5E.25.18.19.5N | Shaab Shagra ""Elphinstone""","25.0,18.0,19.5,N | 34.0,51.0,44.5,E",Egypt / Red Sea Governorate / Marsa Alam / Red Sea,2012:15-Feb-12,8.5-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
"34.51.44.5E.25.18.19.5N | Shaab Shagra ""Elphinstone""","25.0,18.0,19.5,N | 34.0,51.0,44.5,E",Egypt / Red Sea Governorate / Marsa Alam / Red Sea,2012:15-Feb-12,8.5-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
34.48.46.5E.25.12.30N | Marsa Gabel El Rosas,"25.0,12.0,30.0,N | 34.0,48.0,46.5,E",Egypt / Red Sea Governorate / Marsa Alam / Red Sea,2012:13-Feb-12,3.5-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
34.48.46.5E.25.12.30N | Marsa Gabel El Rosas,"25.0,12.0,30.0,N | 34.0,48.0,46.5,E",Egypt / Red Sea Governorate / Marsa Alam / Red Sea,2012:13-Feb-12,3.5-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
34.48.46.5E.25.12.30N | Marsa Gabel El Rosas,"25.0,12.0,30.0,N | 34.0,48.0,46.5,E",Egypt / Red Sea Governorate / Marsa Alam / Red Sea,2012:13-Feb-12,8.5-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
34.48.46.5E.25.12.30N | Marsa Gabel El Rosas,"25.0,12.0,30.0,N | 34.0,48.0,46.5,E",Egypt / Red Sea Governorate / Marsa Alam / Red Sea,2012:13-Feb-12,8.5-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
35.25.51.41E.24.12.56.31N | Wadi Lahami House Reef 1,"24.0,12.0,56.3,N | 35.0,25.0,51.4,E",Egypt / nan / nan / Red Sea,2012:16-Feb-12,3.5-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
35.25.51.41E.24.12.56.31N | Wadi Lahami House Reef 1,"24.0,12.0,56.3,N | 35.0,25.0,51.4,E",Egypt / nan / nan / Red Sea,2012:16-Feb-12,3.5-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
35.25.51.41E.24.12.56.31N | Wadi Lahami House Reef 1,"24.0,12.0,56.3,N | 35.0,25.0,51.4,E",Egypt / nan / nan / Red Sea,2012:16-Feb-12,8.5-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
35.25.51.41E.24.12.56.31N | Wadi Lahami House Reef 1,"24.0,12.0,56.3,N | 35.0,25.0,51.4,E",Egypt / nan / nan / Red Sea,2012:16-Feb-12,8.5-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
35.25.58.2E.24.12.58.61N | Wadi Lahami House Reef 2,"24.0,12.0,58.6,N | 35.0,25.0,58.2,E",Egypt / nan / Marsa Alam / Red Sea,2012:16-Feb-12,3.5-Bleaching (% of population),S1=0.0; S2=0.0; S3=nan; S4=nan,True,half of inverts and impacts not completed
35.25.58.2E.24.12.58.61N | Wadi Lahami House Reef 2,"24.0,12.0,58.6,N | 35.0,25.0,58.2,E",Egypt / nan / Marsa Alam / Red Sea,2012:16-Feb-12,3.5-Bleaching (% of colony),S1=0.0; S2=0.0; S3=nan; S4=nan,True,half of inverts and impacts not completed
35.25.58.2E.24.12.58.61N | Wadi Lahami House Reef 2,"24.0,12.0,58.6,N | 35.0,25.0,58.2,E",Egypt / nan / Marsa Alam / Red Sea,2012:16-Feb-12,8.5-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
35.25.58.2E.24.12.58.61N | Wadi Lahami House Reef 2,"24.0,12.0,58.6,N | 35.0,25.0,58.2,E",Egypt / nan / Marsa Alam / Red Sea,2012:16-Feb-12,8.5-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
55.13.609E.21.1.474S | Boucan Canot PE,"21.0,1.0,28.4,S | 55.0,13.0,36.5,E",France / Reunion / Saint Paul / Indian,2012:25-Jan-12,6.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
55.13.609E.21.1.474S | Boucan Canot PE,"21.0,1.0,28.4,S | 55.0,13.0,36.5,E",France / Reunion / Saint Paul / Indian,2012:25-Jan-12,6.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
55.13.53.04E.21.5.59.39S | Livingstone PE,"21.0,5.0,59.4,S | 55.0,13.0,53.0,E",France / Reunion / La Saline / Indian,2012:24-Jan-12,7.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
55.13.53.04E.21.5.59.39S | Livingstone PE,"21.0,5.0,59.4,S | 55.0,13.0,53.0,E",France / Reunion / La Saline / Indian,2012:24-Jan-12,7.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
55.13.0.1E.21.2.40.01S | Spot Perroquet,"21.0,2.0,40.0,S | 55.0,13.0,0.1,E",France / Reunion / Saint Gilles / Indian,2012:27-Jan-12,6.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
55.13.0.1E.21.2.40.01S | Spot Perroquet,"21.0,2.0,40.0,S | 55.0,13.0,0.1,E",France / Reunion / Saint Gilles / Indian,2012:27-Jan-12,6.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
55.14.21E.21.6.20.7S | Trou d'eau PE,"21.0,6.0,20.7,S | 55.0,14.0,21.0,E",France / Reunion / La Saline / Indian,2012:24-Jan-12,7.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
55.14.21E.21.6.20.7S | Trou d'eau PE,"21.0,6.0,20.7,S | 55.0,14.0,21.0,E",France / Reunion / La Saline / Indian,2012:24-Jan-12,7.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
55.14.22.34E.21.6.22.18S | Trou d'eau ETIMARECO,"21.0,6.0,22.2,S | 55.0,14.0,22.3,E",France / Reunion / La Saline / Indian,2012:20-Jan-12,14.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
55.14.22.34E.21.6.22.18S | Trou d'eau ETIMARECO,"21.0,6.0,22.2,S | 55.0,14.0,22.3,E",France / Reunion / La Saline / Indian,2012:20-Jan-12,14.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
55.13.38.28E.21.1.32.88S | Boucan Canot Lagon,"21.0,1.0,32.9,S | 55.0,13.0,38.3,E",France / Reunion / Saint Paul / Indian,2012:17-Jan-12,1.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
55.13.38.28E.21.1.32.88S | Boucan Canot Lagon,"21.0,1.0,32.9,S | 55.0,13.0,38.3,E",France / Reunion / Saint Paul / Indian,2012:17-Jan-12,1.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
55.14.34.08E.21.6.10.08S | Trou d'eau Lagon,"21.0,6.0,10.1,S | 55.0,14.0,34.1,E",France / Reunion / La Saline / Indian,2012:21-Jan-12,1.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
55.14.34.08E.21.6.10.08S | Trou d'eau Lagon,"21.0,6.0,10.1,S | 55.0,14.0,34.1,E",France / Reunion / La Saline / Indian,2012:21-Jan-12,1.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
55.14.32.26E.21.6.11.92S | Trou d'eau Lagon ETIMARECO,"21.0,6.0,11.9,S | 55.0,14.0,32.3,E",France / Reunion / La Saline / Indian,2012:20-Jan-12,1.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
55.14.32.26E.21.6.11.92S | Trou d'eau Lagon ETIMARECO,"21.0,6.0,11.9,S | 55.0,14.0,32.3,E",France / Reunion / La Saline / Indian,2012:20-Jan-12,1.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
123.43.54.8E.24.17.8.53N | Nakanose,"24.0,17.0,8.53,N | 123.0,43.0,54.8,E",Japan / Okinawa / Taketomi town / Pacific,2011:20-Nov-11,6.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
123.43.54.8E.24.17.8.53N | Nakanose,"24.0,17.0,8.53,N | 123.0,43.0,54.8,E",Japan / Okinawa / Taketomi town / Pacific,2011:20-Nov-11,6.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
123.43.54.8E.24.17.8.53N | Nakanose,"24.0,17.0,8.53,N | 123.0,43.0,54.8,E",Japan / Okinawa / Taketomi town / Pacific,2011:20-Nov-11,9.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
123.43.54.8E.24.17.8.53N | Nakanose,"24.0,17.0,8.53,N | 123.0,43.0,54.8,E",Japan / Okinawa / Taketomi town / Pacific,2011:20-Nov-11,9.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
135.19.29.8E.33.43.11.5N | Nishizaki-sango,"33.0,43.0,11.5,N | 135.0,19.0,29.8,E",Japan / Wakayama Pref. / Minabe town / Pacific,2011:26-Nov-11,5.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
135.19.29.8E.33.43.11.5N | Nishizaki-sango,"33.0,43.0,11.5,N | 135.0,19.0,29.8,E",Japan / Wakayama Pref. / Minabe town / Pacific,2011:26-Nov-11,5.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
135.19.29.8E.33.43.11.5N | Nishizaki-sango,"33.0,43.0,11.5,N | 135.0,19.0,29.8,E",Japan / Wakayama Pref. / Minabe town / Pacific,2011:26-Nov-11,10.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
135.19.29.8E.33.43.11.5N | Nishizaki-sango,"33.0,43.0,11.5,N | 135.0,19.0,29.8,E",Japan / Wakayama Pref. / Minabe town / Pacific,2011:26-Nov-11,10.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
135.19.28.92E.33.41.32.64N | Shisojima,"33.0,41.0,32.6,N | 135.0,19.0,28.9,E",Japan / Wakayama Pref. / Shirahama Town / Pacific,2011:27-Nov-11,3.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
135.19.28.92E.33.41.32.64N | Shisojima,"33.0,41.0,32.6,N | 135.0,19.0,28.9,E",Japan / Wakayama Pref. / Shirahama Town / Pacific,2011:27-Nov-11,3.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
135.19.28.92E.33.41.32.64N | Shisojima,"33.0,41.0,32.6,N | 135.0,19.0,28.9,E",Japan / Wakayama Pref. / Shirahama Town / Pacific,2011:27-Nov-11,7.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
135.19.28.92E.33.41.32.64N | Shisojima,"33.0,41.0,32.6,N | 135.0,19.0,28.9,E",Japan / Wakayama Pref. / Shirahama Town / Pacific,2011:27-Nov-11,7.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
68.52.45.1W.12.4.28.3N | Jan Thiel East,"12.0,4.0,28.3,N | 68.0,52.0,45.1,W",Netherlands Antilles / Curacao / Jan Thiel / Atlantic,2011:5-Nov-11,6.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
68.52.45.1W.12.4.28.3N | Jan Thiel East,"12.0,4.0,28.3,N | 68.0,52.0,45.1,W",Netherlands Antilles / Curacao / Jan Thiel / Atlantic,2011:5-Nov-11,6.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
68.52.45.1W.12.4.28.3N | Jan Thiel East,"12.0,4.0,28.3,N | 68.0,52.0,45.1,W",Netherlands Antilles / Curacao / Jan Thiel / Atlantic,2011:5-Nov-11,12.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
68.52.45.1W.12.4.28.3N | Jan Thiel East,"12.0,4.0,28.3,N | 68.0,52.0,45.1,W",Netherlands Antilles / Curacao / Jan Thiel / Atlantic,2011:5-Nov-11,12.0-Bleaching (% of colony),S1=5.0; S2=5.0; S3=5.0; S4=5.0,False,
69.05.15.96W.12.13.8.6N | Portomari,"12.0,13.0,8.6,N | 69.0,5.0,16.0,W",Netherlands Antilles / Curacao / nan / Atlantic,2011:19-Nov-11,6.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
69.05.15.96W.12.13.8.6N | Portomari,"12.0,13.0,8.6,N | 69.0,5.0,16.0,W",Netherlands Antilles / Curacao / nan / Atlantic,2011:19-Nov-11,6.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
69.05.15.96W.12.13.8.6N | Portomari,"12.0,13.0,8.6,N | 69.0,5.0,16.0,W",Netherlands Antilles / Curacao / nan / Atlantic,2011:19-Nov-11,12.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=2.0,False,
69.05.15.96W.12.13.8.6N | Portomari,"12.0,13.0,8.6,N | 69.0,5.0,16.0,W",Netherlands Antilles / Curacao / nan / Atlantic,2011:19-Nov-11,12.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
145.49.342E.15.58.973S | Agincourt Reef - Agincourt 3D (Pontoon) (Back reef slope) Site 1,"15.0,58.0,58.4,S | 145.0,49.0,20.5,E",Australia / Queensland / Port Douglas / Pacific,2011:27-Mar-11,5.5-Bleaching (% of population),S1=3.0; S2=3.0; S3=5.0; S4=4.0,False,
145.49.342E.15.58.973S | Agincourt Reef - Agincourt 3D (Pontoon) (Back reef slope) Site 1,"15.0,58.0,58.4,S | 145.0,49.0,20.5,E",Australia / Queensland / Port Douglas / Pacific,2011:27-Mar-11,5.5-Bleaching (% of colony),S1=10.0; S2=10.0; S3=10.0; S4=10.0,False,
145.49.342E.15.58.973S | Agincourt Reef - Agincourt 3D (Pontoon) (Back reef slope) Site 1,"15.0,58.0,58.4,S | 145.0,49.0,20.5,E",Australia / Queensland / Port Douglas / Pacific,2011:26-Mar-11,5.0-Bleaching (% of population),S1=2.0; S2=3.0; S3=5.0; S4=0.0,False,
145.49.343E.15.58.978S | Agincourt Reef - Agincourt 3D (Pontoon) (Back reef slope) Site 2,"15.0,58.0,58.7,S | 145.0,49.0,20.6,E",Australia / Queensland / Port Douglas / Pacific,2011:27-Mar-11,5.0-Bleaching (% of population),S1=5.0; S2=5.0; S3=5.0; S4=5.0,True,no substrate
145.49.343E.15.58.978S | Agincourt Reef - Agincourt 3D (Pontoon) (Back reef slope) Site 2,"15.0,58.0,58.7,S | 145.0,49.0,20.6,E",Australia / Queensland / Port Douglas / Pacific,2011:27-Mar-11,5.0-Bleaching (% of colony),S1=8.0; S2=8.0; S3=5.0; S4=5.0,True,no substrate
153.29.29E.26.58.7S | Flinders Reef - Aladdin's Cave (Fringing reef seaward) Site 1,"26.0,58.0,7.0,S | 153.0,29.0,29.0,E",Australia / Queensland / nan / Pacific,2011:19-Nov-11,9.0-Bleaching (% of population),S1=1.0; S2=1.0; S3=1.0; S4=1.0,True,did not record fish
153.29.29E.26.58.7S | Flinders Reef - Aladdin's Cave (Fringing reef seaward) Site 1,"26.0,58.0,7.0,S | 153.0,29.0,29.0,E",Australia / Queensland / nan / Pacific,2011:19-Nov-11,9.0-Bleaching (% of colony),S1=5.0; S2=12.0; S3=5.0; S4=5.0,True,did not record fish
146.52.13E.19.8.54S | Magnetic Island Reefs - Alma Bay (Fringing reef leeward) Site 1,"19.0,8.0,54.0,S | 146.0,52.0,13.0,E",Australia / Queensland / nan / Pacific,2012:17-Feb-12,3.0-Bleaching (% of population),S1=0.0; S2=1.0; S3=1.0; S4=1.0,True,did not record fish
146.52.13E.19.8.54S | Magnetic Island Reefs - Alma Bay (Fringing reef leeward) Site 1,"19.0,8.0,54.0,S | 146.0,52.0,13.0,E",Australia / Queensland / nan / Pacific,2012:17-Feb-12,3.0-Bleaching (% of colony),S1=0.0; S2=90.0; S3=5.0; S4=48.0,True,did not record fish
